Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
OQ870972,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,WA-CDC-UW23041345572,29685,partial,USA: Washington,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Thornburg,N., Unoarumhi,Y., Chau,R., Lacek,K.A., Mandal,P., Bajwa,M., Momin,N., Morrison,S., Gulvik,C., Sula,E., Roychoudhury,P., Xie,H., Shrestha,L., Nguyen,T.V., Bakhash,S.M., Lin,M., Baker,N.R., Perez,R., Ellis,S., Breit,N., Livingston,R.J., Huang,M.-L., Jerome,K.R., Mathias,P., Greninger,A., Paden,C.R., MacCannell,D.",2023-04-13,2023-04-26,ssRNA(+)
KJ373325,Human immunodeficiency virus 1,Lentivirus humimdef1,,F067059,564,partial,Uganda,Homo sapiens,,"Grabowski,M.K., Lessler,J., Redd,A.D., Kagaayi,J., Laeyendecker,O., Ndyanabo,A., Nelson,M.I., Cummings,D.A., Bwanika,J.B., Mueller,A.C., Reynolds,S.J., Munshaw,S., Ray,S.C., Lutalo,T., Manucci,J., Tobian,A.A., Chang,L.W., Beyrer,C., Jennings,J.M., Nalugoda,F., Serwadda,D., Wawer,M.J., Quinn,T.C., Gray,R.H., Nelson,M., Cummings,D.A.T., Mueller,A.M., Tobian,A.R., Bryrer,C.",2008-11-21,2014-03-12,ssRNA-RT
OY830255,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29870,partial,Denmark:Midtjylland,Homo sapiens,,"Danish Covid-19 Genome,Consortium.",2022-10-26,2023-12-03,ssRNA(+)
OY254131,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29729,partial,Germany:Europe/Germany/Schleswig-Holstein,Homo sapiens,,,2022-06-12,2023-07-05,ssRNA(+)
GQ256581,Human immunodeficiency virus 1,Lentivirus humimdef1,,206,430,partial,"USA: Johns Hopkins Hospital, Baltimore, Maryland",Homo sapiens,,"Brennan,T.P., Woods,J.O., Sedaghat,A.R., Siliciano,J.D., Siliciano,R.F., Wilke,C.O.",2006-04,2009-07-26,ssRNA-RT
OR735018,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,MIS-L369075066,29079,partial,USA: Michigan,Homo sapiens,,"Lauring,A.S., Papalambros,L.",2023-09-05,2023-10-27,ssRNA(+)
MW906974,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,VA-CDC-ASC210012772,29850,complete,USA: Virginia,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2021-03-20,2021-04-12,ssRNA(+)
OY885221,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29887,complete,United Kingdom:England,Homo sapiens,,,2021-10-13,2023-12-06,ssRNA(+)
KP237238,Simian immunodeficiency virus,Lentivirus simimdef,,213p6c18,2658,partial,USA,Macaca mulatta,,"Keele,B.F., Barouch,D.H.",,2015-06-30,ssRNA-RT
MK559789,Influenza A virus,Alphainfluenzavirus influenzae,H7N3,CPA_07421,1504,partial,Mexico: Puebla,Gallus gallus,feces,"Youk,S., Lee,D.-h., Ferreira,H.L., Afonso,C.L., Absalon,A.E., Swayne,D.E., Suarez,D.L., Pantin-Jackwood,M.J.",2015-03-09,2019-03-15,ssRNA(-)
OX635282,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29850,complete,United Kingdom:England,Homo sapiens,,,2022-03-31,2023-05-25,ssRNA(+)
OV579835,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:England,Homo sapiens,,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-12-13,2022-01-17,ssRNA(+)
CY089120,Influenza A virus (A/Boston/61/2009(H1N1)),Alphainfluenzavirus influenzae,H1N1,,2206,partial,USA: Boston,Homo sapiens,,"Spiro,D., Halpin,R., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Kim,M., Szczypinski,B., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Bourgeois,F., McAdam,A., Mandl,K., Donnino,M., Lin,X., Wentworth,D.E., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",2009-02-28,2011-04-01,ssRNA(-)
KU142791,Human immunodeficiency virus 1,Lentivirus humimdef1,,PMB64_NEF_0,618,partial,United Kingdom,Homo sapiens,,"Roberts,H.E., Hurst,J., Robinson,N., Brown,H., Flanagan,P., Vass,L., Fidler,S., Weber,J., Babiker,A., Phillips,R.E., McLean,A.R., Frater,J.",2006-03-21,2016-06-20,ssRNA-RT
ON173169,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,NV-NSPHL-21-00491317,29746,partial,USA,Homo sapiens,,"Gumbleton,L.",2021-12-28,2022-04-07,ssRNA(+)
OM489370,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,TN-SPHL-0288,29797,complete,USA: TN,Homo sapiens,,"Selinsky,B., Beasley Maynard,K.",2022-01-12,2022-02-02,ssRNA(+)
PV508399,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,EPI_ISL_19759160,2316,partial,USA: Michigan,Homo sapiens,,"Steel,J., Kirby,M., Garten,R., Davis,T., Dugan,V.",2025-01-31,2025-04-15,ssRNA(-)
JX028312,Human immunodeficiency virus 1,Lentivirus humimdef1,,3574-10,998,partial,Slovenia,Homo sapiens,blood,"Lunar,M.M., Zidovec Lepej,S., Abecasis,A.B., Tomazic,J., Vidmar,L., Karner,P., Vovko,T.D., Pecavar,B., Maver,P.J., Seme,K., Poljak,M.",2010,2012-07-30,ssRNA-RT
MN653468,Influenza A virus,Alphainfluenzavirus influenzae,H4N6,23185,485,partial,Belgium,Anas platyrhynchos,,"Steensels,M., Lambrecht,B.",2011-12-09,2019-11-13,ssRNA(-)
OW235892,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29848,partial,United Kingdom:England,Homo sapiens,,"Fraser,D., Lee,S., Howes,R., The Rosalind Franklin,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2022-03-11,2022-03-26,ssRNA(+)
MG900145,Human immunodeficiency virus 1,Lentivirus humimdef1,,CH0040_3_d0127_ipe032_2_19,4643,partial,USA,Homo sapiens,blood,"Wagh,K., Kreider,E.F., Li,Y., Barbian,H.J., Learn,G.H., Giorgi,E., Hraber,P.T., Decker,T.G., Smith,A.G., Gondim,M.V., Gillis,L., Wandzilak,J., Chuang,G.Y., Rawi,R., Cai,F., Pellegrino,P., Williams,I., Overbaugh,J., Gao,F., Kwong,P.D., Haynes,B.F., Shaw,G.M., Borrow,P., Seaman,M.S., Hahn,B.H., Korber,B., Kreider,E., Barbian,H., Hraber,P., Decker,T., Smith,A., Gondim,M., Learn,G., Kwong,P., Haynes,B., Shaw,G., Seaman,M., Hahn,B.",2006,2018-11-25,ssRNA-RT
ON510564,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CO-CDPHE-2103148832,29456,partial,USA,Homo sapiens,,"Bankers,L., Bogale,H.N., Hetherington-Rauth,M.C., Ir,D., Matzinger,S.R., Rossheim,A., Smith,A.",2021-12-31,2022-05-13,ssRNA(+)
CY081430,Influenza A virus (A/Cambodia/NHRCC00003/2009(H3N2)),Alphainfluenzavirus influenzae,H3N2,,1728,partial,Cambodia: Kandal Province,Homo sapiens,,"Spiro,D., Halpin,R., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Overton,L., Kim,M., Szczypinski,B., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Blair,P., Myers,C., Lin,X., Wentworth,D.E., Weirzba,T., Yasuda,C., Kasper,M., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",2009-10-14,2011-02-04,ssRNA(-)
OR293894,Porcine reproductive and respiratory syndrome virus,Betaarterivirus americense,,USA/IA/76034-A/2018,603,partial,USA: IA,Sus scrofa,,"Yim-Im,W., Anderson,T.K., Paploski,I.A.D., VanderWaal,K., Gauger,P., Krueger,K., Shi,M., Main,R., Zhang,J., Yim-im,W.",2018-10-30,2023-11-02,ssRNA(+)
FV536968,Human astrovirus,Human astrovirus,,,6813,partial,,,,"Millar,D.S., Meruki,J.R.",,2010-03-18,ssRNA(+)
LC279782,Influenza A virus (A/duck/Vietnam/LBM813/2015(H5N6)),Alphainfluenzavirus influenzae,H5N6,,2309,partial,Viet Nam: Hanoi,Anas platyrhynchos,,"Soda,K., Nguyen,K.H., Trang,H.U., Le,Q.M., Ito,T., Le.Q.M.",2015-11-10,2017-07-04,ssRNA(-)
LC162324,Human immunodeficiency virus 1,Lentivirus humimdef1,,C15-51111768,1017,partial,Japan,Homo sapiens,,"Hachiya,A., Miyahira,E., Gatanaga,H., Sato,K., Watanabe,D., Minami,R., Sadamasu,K., Yoshida,S., Shino,T., Teshima,T., Kondo,M., Mori,H., Sasaki,S., Kato,S., Uchida,K., Koga,I., Higuchi,M., Tateyama,M., Ueda,A., Nakatani,Y., Koga,M., Igari,H., Yamagen,Y., Fujii,T., Takada,K., Itoh,T., Oie,M., Sudo,K., Hayashida,T., Nagashima,M., Matsuda,M., Ota,Y., Ishigatsubo,Y., Tanabe,Y., Kojima,Y., Yamamoto,M., Fujita,J., Yokomaku,Y., Shirasaka,T., Oka,S., Iwatani,Y., Sugiura,W., Yoshimura,K.",2015,2017-06-07,ssRNA-RT
OW691606,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29850,partial,United Kingdom:Scotland,Homo sapiens,,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2022-04-17,2022-05-02,ssRNA(+)
KP972428,Aquatic bird bornavirus 1,Orthobornavirus avisaquaticae,,CG-N1489,8931,complete,USA,,brain,"Murray,M.E., Guo,J., Tizard,I., Jennings,S., Shivaprasad,H.L., Payne,S.",2014-05-19,2015-09-08,ssRNA(-)
OY659920,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:Wales,Homo sapiens,,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-10-18,2023-08-02,ssRNA(+)
OV389633,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29873,partial,United Kingdom:England,Homo sapiens,,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-12-24,2022-01-09,ssRNA(+)
LC724014,Human immunodeficiency virus 1,Lentivirus humimdef1,,TW1414,1035,partial,Kenya,Homo sapiens,blood,"Opiyo,J.O., Mulinge,M., Onyambu,F.G., Masika,M., Kivandi,A.H., Masika,M.M.",2020-12-16,2023-09-02,ssRNA-RT
KU707494,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-367,1596,partial,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
OU956607,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:England,Homo sapiens,,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-10-23,2021-11-05,ssRNA(+)
OU343620,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:Scotland,Homo sapiens,,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-06-05,2021-07-13,ssRNA(+)
KY324338,Human immunodeficiency virus 1,Lentivirus humimdef1,,1HD11K-D0-091416-E6_S26,2610,partial,Germany,Homo sapiens,blood,"Caskey,M., Schoofs,T., Gruell,H., Settler,A., Karagounis,T., Kreider,E.F., Murrell,B., Pfeifer,N., Nogueira,L., Oliveira,T.Y., Learn,G.H., Cohen,Y.Z., Lehmann,C., Gillor,D., Shimeliovich,I., Unson-O'Brien,C., Weiland,D., Robles,A., Kummerle,T., Wyen,C., Levin,R., Witmer-Pack,M., Eren,K., Ignacio,C., Kiss,S., West,A.P. Jr., Mouquet,H., Zingman,B.S., Gulick,R.M., Keler,T., Bjorkman,P.J., Seaman,M.S., Hahn,B.H., Fatkenheuer,G., Schlesinger,S.J., Nussenzweig,M.C., Klein,F., Kreider,E., Oliveira,T., Learn,G., Cohen,Y., Kuemmerle,T., West,A. Jr., Zingman,B., Gulick,R., Bjorkman,P., Seaman,M., Hahn,B., Faetkenheuer,G., Schlesinger,S., Nussenzweig,M.",2016,2017-01-26,ssRNA-RT
PX033141,Human immunodeficiency virus 1,Lentivirus humimdef1,,V703_0510_260_GP_31_1,2684,partial,Zimbabwe,Homo sapiens,blood,"Mullins,J.I., Deng,W., Magaret,C.A., Georgi,E., Rolland,M., Murrell,B., Bhattacharya,T., Juraska,M., Westfall,D.H., Yssel,A., Ndungu,T., Robb,M.L., Murrell,H., Bumgarner,R., Chen,L., Gwashu-Nyangiri,A., Zhao,H., Thebus,R., Wong,K., Sawe,F., Nitayaphan,S., York,T., Matten,D., Beaume,N., Moore,P.L., Pankow,A.P., Lugwig,J., Rossenkhan,R., Edlefsen,P.T., Hural,J., Cohen,M.S., Corey,L., McElrath,J.M., Gilbert,P.B., Williamson,C.",2019-10,2025-09-07,ssRNA-RT
OX925446,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29894,complete,United Kingdom:England,Homo sapiens,,,2022-05-03,2023-06-21,ssRNA(+)
HM025405,Human immunodeficiency virus 1,Lentivirus humimdef1,,BR07SP249,1302,partial,Brazil,Homo sapiens,,"Brigido,L.F., Ferreira,J.L., Almeida,V.C., Rocha,S.Q., Ragazzo,T.G., Estevam,D.L., Rodrigues,R., Ferreira,J.L.P., Souza,L.O., Estevan,D.L., Brigido,L.F.M.",2007-08-23,2010-08-18,ssRNA-RT
AF488232,Human immunodeficiency virus 1,Lentivirus humimdef1,,Patient 6 testis clone 6,588,partial,USA,Homo sapiens,,"Paranjpe,S., Craigo,J., Patterson,B., Ding,M., Barroso,P., Harrison,L., Montelaro,R., Gupta,P.",,2002-03-25,ssRNA-RT
MN531662,Emaravirus rosae,Emaravirus rosae,,RRV2_81,1354,partial,USA,Rosa sp.,,"Katsiani,A., Stainton,D., Lamour,K., Tzanetakis,I.E., Katsiani,A.T.",,2020-05-16,ssRNA(-)
OR301494,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,Mayo15237,29798,complete,USA,Homo sapiens,,"Scotch,M., Lauer,K., Wieben,E.D., Cherukuri,Y., Cunningham,J.M., Klee,E.W., Harrington,J.J., Lau,J.S., McDonough,S.J., Mutawe,M., O'Horo,J.C., Rentmeester,C.E., Schlicher,N.R., White,V.T., Schneider,S.K., Vedell,P.T., Wang,X., Yao,J.D., Pritt,B.S., Norgan,A.P., Wieben,E., Cunningham,J., Klee,E., Harrington,J., Lau,J., McDonough,S., O'Horo,J., Rentmeester,C., Schlicher,N., Yao,J., White,V., Schneider,S., Vedell,P., Pritt,B., Norgan,A.",2020-05-17,2023-07-20,ssRNA(+)
OQ752314,Human immunodeficiency virus 1,Lentivirus humimdef1,,BC003_proviral_535_Hypermut,8994,partial,Canada,Homo sapiens,,"Kinloch,N.N., Shahid,A., Dong,W., Kirkby,D., Jones,B.R., Beelen,C.J., MacMillan,D., Lee,G.Q., Mota,T.M., Sudderuddin,H., Barad,E., Harris,M., Brumme,C.J., Jones,R.B., Brockman,M.A., Joy,J.B., Brumme,Z.L.",2016-06-22,2023-10-20,ssRNA-RT
AY921618,Human adenovirus 7d,Mastadenovirus blackbeardi,,,2142,partial,Japan,,,"Choi,E.H., Kim,H.S., Eun,B.W., Kim,B.I., Choi,J.Y., Lee,H.J., Inada,T.",,2005-05-02,dsDNA
OV946110,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29850,partial,United Kingdom:England,Homo sapiens,,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2022-02-06,2022-02-23,ssRNA(+)
ON380657,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,22970169906,29420,partial,Bahrain,Homo sapiens,oronasopharynx,"Marhoon,A., AlHujairi,Z., AlTooq,M., Khamees,F., AlAnsari,W., AlAbbas,Z., Almoamen,G.",2022-04-15,2022-04-29,ssRNA(+)
OU425493,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:Scotland,Homo sapiens,,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-07-04,2021-07-18,ssRNA(+)
OU907533,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:England,Homo sapiens,,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-10-18,2021-10-28,ssRNA(+)
LR860589,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,110039,29903,partial,Switzerland:Basel-Stadt,Homo sapiens,,"Nadeau,S.",2020,2020-07-15,ssRNA(+)
KX004637,Influenza A virus (A/Kentucky/16/2015(H1N1)),Alphainfluenzavirus influenzae,H1N1,EPI_ISL_208483,1433,partial,USA,Homo sapiens,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.",2015-12-21,2016-05-21,ssRNA(-)
PQ716008,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,22-018184-001-original,2151,partial,USA: IN,Buteo jamaicensis,,"Tawidian,P., Torchetti,M.K., Killian,M.L., Lantz,K., Dilione,K.E., Ringenberg,J.M., Bevins,S.N., Lenoch,J.B., Ip,H.S., Aufderhar,M., Franzen,K., Killian,M., Stuber,T., Hicks,J., Norris,C., Lakin,S.",2022-06-09,2024-12-06,ssRNA(-)
JX140652,Human immunodeficiency virus 1,Lentivirus humimdef1,,DEMB05FR001,8982,partial,France,Homo sapiens,,"Hora,B., Chen,Y., Denny,T.N., Gao,F., Denny,T.",2005,2012-07-20,ssRNA-RT
OK357066,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,WUTH915136,29487,partial,USA: VA,Homo sapiens,,"Buck,G.A., Serrano,M.G., Edupuganti,L.",2021-08,2021-10-04,ssRNA(+)
OY988586,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29835,complete,United Kingdom:Scotland,Homo sapiens,,,2023-12-07,2023-12-26,ssRNA(+)
PP091763,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CT-DPH-1194345001,29649,partial,USA,Homo sapiens,,"Incekara,K., Pearson,C., Nguyen,T., Perera,N.",2023-12-07,2024-01-08,ssRNA(+)
OK023474,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,FL-CDC-ASC210230537,29823,partial,USA: Florida,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2021-07-27,2021-09-03,ssRNA(+)
OU458092,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:England,Homo sapiens,,"Berkshire, Surrey Pathology Services Lighthouse,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-07-18,2021-07-30,ssRNA(+)
PP078975,Coxsackievirus A10,Enterovirus alphacoxsackie,,R673_GD/CHN_2018,7322,partial,China: Guangdong,Homo sapiens,,"Lu,J., Zeng,H., Yi,L., Lian,H., Qiu,M., Yang,H., Xie,C., Qu,L.",2018-06-04,2024-01-15,ssRNA(+)
